,uuid_store,owner_sore,owner_name,owner_last_name,store_name,latitude_coordinates,longitude_coordinates,description_store,image_store,store_phone_number,store_email,store_address,company_inscription,premium,product_type,modification_date,discharge_date
1114,c15d9792-e6ac-46d2-993a-8aeba29e6e7b,,Basilio,Arroyo,WONDERFUL MARKET,"437339,6","4470902,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 623780547,Basilio_Arroyo@pons-manuel.es,"CALLE MATILDE HERNANDEZ,100",A41865860,True,X,2022-06-06,2022-06-06
1115,24d20ed8-6a03-4a7b-800c-1bea514f3e4e,,Felicidad,Cuervo,EL ARTE (LOCAL 20AB1) ,"437339,6","4470902,54",COMERCIO AL POR MENOR DE HELADOS CON OBRADOR CON BARRA DE DEGUSTACION,,+34 622266171,Felicidad_Cuervo@quiroga.com,"CALLE MATILDE HERNANDEZ,100",A01194606,False,H,2022-06-06,2022-06-06
1116,96842ff2-7182-45b1-8964-656dbce7f036,,Lidia,Porcel,FRUTERIA,"437339,6","4470902,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620788461,Lidia_Porcel@tellez.net,"CALLE MATILDE HERNANDEZ,100",A34393156,True,F,2022-06-06,2022-06-06
1117,22e50e7a-2201-4b09-9386-fd613de8d74c,,Eufemia,Morales,SUPERMERCADO DE ALIMENTACI0N,"437339,6","4470902,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 627564631,Eufemia_Morales@pera-fajardo.es,"CALLE MATILDE HERNANDEZ,100",A50041206,False,X,2022-06-06,2022-06-06
1121,51babd4f-e763-4665-b455-f1d8fc30186e,,Paola,Bartolomé,PATATAS FRITAS MARTINEZ,0,0,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 627529404,Paola_Bartolomé@reig-vilar.es,"CALLE SAN PATRICIO,1",A96881017,True,S,2022-06-06,2022-06-06
1122,3be52972-8654-4d40-ac72-50acdf12342f,,Josep,Villa,ALIMENTACION Y FRUTERIA,0,0,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 625349626,Josep_Villa@pavon-armas.org,"CALLE SAN PATRICIO,1",A17023274,True,X,2022-06-06,2022-06-06
1124,f468becb-dfd9-40b1-bb5e-1f65618708d0,,Eloy,Bermejo,ALIMENTACION,"438701,59","4471545,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623155037,Eloy_Bermejo@ramis-baron.com,"CALLE RADIO,23",A97883003,True,F,2022-06-06,2022-06-06
1126,c37f1c83-e6cc-4706-9e79-357ed624df3d,,Onofre,Ibañez,ALIMENTACION Y FRUTOS SECOS,0,0,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620186026,Onofre_Ibañez@alarcon.net,"CALLE MATILDE HERNANDEZ,100",A49877341,True,X,2022-06-06,2022-06-06
1129,f01597ae-bee7-45ba-8c55-9ad0a2478a1b,,Josefina,Piñeiro,"CARNICERIA, PTO.4 Y 5",0,0,COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 622506057,Josefina_Piñeiro@hoyos.com,"CALLE CALDERILLA,1",A47276089,True,C,2022-06-06,2022-06-06
1137,f81385ed-ad11-4097-8a12-866db469d8c8,,Fidel,Belda,ALIMENTACION,"436980,58","4469296,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 628343298,Fidel_Belda@martorell.es,"CALLE SECOYA,6",A74252085,True,X,2022-06-06,2022-06-06
1138,1198c813-9e9b-4394-aca9-e6ca7106908d,,Duilio,Salvà,BAZAR ALIMENTACION,0,0,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 623045241,Duilio_Salvà@rodriguez-soriano.org,"CALLE SAN PATRICIO,1",A58735455,False,X,2022-06-06,2022-06-06
1139,07480a6e-18f0-456d-ad79-7d036954ef6e,,Débora,Palma,FRUTOS SECOS EL PINAR,"435337,6","4468777,56",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 623642545,Débora_Palma@hernandez.org,"CALLE CASATEJADA,32",A57035381,False,X,2022-06-06,2022-06-06
1141,621afb68-085c-48a8-85e7-f34d454a1052,,Sebastian,Santana,ANWAL ALIMENTACION ARABE,"437944,59","4470325,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 625326938,Sebastian_Santana@serrano.com,"CALLE CAMINO VIEJO DE LEGANES,177",A07478615,True,X,2022-06-06,2022-06-06
1145,54b801d9-7d3f-44b0-a5b4-2f573aa2c281,,Nuria,Seguí,R Y E,"436798,6","4470833,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623378211,Nuria_Seguí@verdejo.com,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A84561100,False,F,2022-06-06,2022-06-06
1148,a18bb3ad-394f-4f5a-b5d4-e3b8a1132bd6,,Chucho,Baeza,FRUTERIA CARNICERIA ALIMENTACION CALDERON,"436798,6","4470833,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626780772,Chucho_Baeza@manuel.org,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A21948558,False,F,2022-06-06,2022-06-06
1156,f3aef572-32ce-4678-a7e5-2d42ca38bcaf,,Hermenegildo,Lluch,SUPER BAZAR,"438109,6","4471186,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 623250408,Hermenegildo_Lluch@esparza-herrera.es,"CALLE CASTRO DE ORO,13",A44976610,False,X,2022-06-06,2022-06-06
1157,3f651c38-87c9-4cd7-855a-feeeb1d6076a,,Óscar,Núñez,VARIANTES Y SALAZONES,"439135,59","4472190,53",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 620369444,Óscar_Núñez@salmeron-camacho.es,"AVENIDA EMPERATRIZ ISABEL,6",A44038665,True,S,2022-06-06,2022-06-06
1171,63aced96-3b04-4d8c-894f-2fdfa2bf2e6a,,América,Botella,FRUTERIA,"438050,59","4470615,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623297915,América_Botella@franco.es,"CALLE JILGUERO,3",A64413334,False,F,2022-06-06,2022-06-06
1174,1f522ba9-58e2-4a9a-9e9d-2ca0b617b5d5,,Jose Carlos,Reina,SALCHICHERIA CASQUERIA/PTO 2 Y 3,"437374,902137838","4468541,39934722",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 625491311,Jose_Carlos_Reina@rocha-nogueira.es,"CALLE CALDERILLA,1",A34571401,True,C,2022-06-06,2022-06-06
1175,2668da08-e94e-4097-889a-ea79772b3e8c,,Ruperta,Valbuena,ROSS MARIE,"437372,653175007","4468540,0764279",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 626767301,Ruperta_Valbuena@valverde.es,"CALLE CALDERILLA,1",A96953507,False,R,2022-06-06,2022-06-06
1181,0c2120bc-db21-4182-9066-3104f919c662,,Zacarías,Canals,CARNICERIA SALCHICHERIA,0,0,COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 629010727,Zacarías_Canals@paniagua.es,"CALLE CALDERILLA,1",A59170691,True,C,2022-06-06,2022-06-06
1184,e2ef1857-30b5-4cd4-bb0f-906c0b404944,,Ani,Campo,BAZAR Y ALIMENTACI0N,"437373,843802388","4468532,40349589",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 624467230,Ani_Campo@varela.com,"CALLE CALDERILLA,1",A45735804,True,X,2022-06-06,2022-06-06
1185,4774b946-eb49-47a7-a532-d169c1200fe5,,Virginia,Torrecilla,CARNICERIA-CASQUERIA/PTOS 1 Y 2,0,0,COMERCIO AL POR MENOR DE CARNICERIA,,+34 622810084,Virginia_Torrecilla@hernandez.es,"CALLE CAMINO VIEJO DE LEGANES,177",A94161809,False,C,2022-06-06,2022-06-06
1187,1dba3437-8f97-4cfb-bc53-5051dad63d50,,Reyes,Tomas,PANADERIA,0,0,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 626453364,Reyes_Tomas@salas.org,"PLAZA VULCANO,19",A94269510,False,R,2022-06-06,2022-06-06
1189,486c3513-8abc-48b4-af33-3e95af5e6ae9,,Marianela,Escrivá,SALCHICHERIA Y VARIANTES/PTOS 23 Y 24,0,0,COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 629356974,Marianela_Escrivá@ugarte.com,"CALLE ANTONIO LOPEZ,47",A86146569,False,C,2022-06-06,2022-06-06
1196,b34dc041-214a-4128-b6a0-a4a7a2e21b1c,,Violeta,Oliva,CARNICERIA,"436997,201951806","4469525,12575823",COMERCIO AL POR MENOR DE CARNICERIA,,+34 628703475,Violeta_Oliva@bayon.es,"CALLE ALISEDA,41",A04835519,True,C,2022-06-06,2022-06-06
1198,cc90af84-4b3a-47ab-986b-dc12f97a3a94,,Hilda,Nadal,FRUTAS Y VERDURAS,"437372,388591144","4468532,40349589",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 621090089,Hilda_Nadal@mendez.com,"CALLE CALDERILLA,1",A51522191,True,F,2022-06-06,2022-06-06
1200,37d5c67a-5352-4a9a-b2ba-73b451433525,,Luisina,Barriga,CASQUERIA,"438372,89165185","4471514,9566582",COMERCIO AL POR MENOR DE CASQUERIA,,+34 627027316,Luisina_Barriga@alemany-paez.es,"CALLE GENERAL RICARDOS,111",A57072881,True,C,2022-06-06,2022-06-06
1204,9a20a0dc-a261-4800-bc85-394cc15f1fb7,,Hector,Gisbert,HNOS. SANTIAGO BOLAÃOS CONGELADOS,"436971,826020672","4470967,72577194",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 622689613,Hector_Gisbert@sastre-ocana.com,"PASEO MARCELINO CAMACHO,38",A58800118,True,S,2022-06-06,2022-06-06
1208,e8c5b5fa-4b1e-4184-bfc8-4c8ba821b2b1,,Felicidad,Jerez,PESCADOS Y MARISCOS,"438631,6","4472634,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 624445770,Felicidad_Jerez@pombo.es,"AVENIDA MANZANARES,2",A59236791,True,P,2022-06-06,2022-06-06
1211,6882ff03-a24b-4347-aabe-6498581a9f14,,Amado,Verdú,HUEVOS Y CAZA,"439562,59","4471977,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 627363229,Amado_Verdú@acero.es,"CALLE ANTONIO LOPEZ,33",A77590700,False,C,2022-06-06,2022-06-06
1212,d59c63ef-0a9b-4d57-97cb-39c688d40a92,,Jeremías,Torrijos,AHORRAMAS,"436910,59","4469919,55",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 629804592,Jeremías_Torrijos@segarra.es,"CALLE MARIA ODIAGA,38",A64700278,False,P,2022-06-06,2022-06-06
1213,edc67b8e-709a-4330-8a6b-d8dfea7e8d23,,Fidela,Cadenas,POLLERIAS AL VUELO,"438614,59","4470767,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 628961245,Fidela_Cadenas@batlle.es,"AVENIDA OPORTO,25",A51265515,True,C,2022-06-06,2022-06-06
1214,d1a95a78-a144-4040-b80b-b6b6b89d7f50,,Bibiana,Bárcena,POLLERIA,"438954,59","4471078,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",,+34 624028667,Bibiana_Bárcena@santamaria.com,"CALLE SOLANA DE OPAÑEL,23",A43281476,False,C,2022-06-06,2022-06-06
1215,145e4220-f324-4724-a879-106c41cb5615,,Ainara,Diego,PRODUCTOS ALIMENTARIOS,"438327,59","4470799,54",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 624057245,Ainara_Diego@landa-ramirez.es,"PLAZA SAN VICENTE DE PAUL,5",A53262310,False,S,2022-06-06,2022-06-06
1216,3a4b56d3-634e-4280-9779-8f3c5a8288a7,,Jose,Santamaría,PESCADERIA,"437226,59","4469591,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 625102999,Jose_Santamaría@miguel.org,"CALLE ALBARES DE LA RIBERA,58",A73444051,False,P,2022-06-06,2022-06-06
1217,5a2bf8c2-8739-4fec-ae62-2d404fb04c9e,,María,Simó,PESCADO FRESCO SALCEDO,"437024,6","4471244,55",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 623705638,María_Simó@pulido.net,"CALLE LAGUNA,107",A42483385,True,P,2022-06-06,2022-06-06
1224,4e826f3b-f410-4d69-afc1-9ba5a2878a24,,Silvia,Marí,JAMONERIA QUESOS RAUL,"436883,59","4469808,55",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 625079118,Silvia_Marí@salva.com,"CALLE MARIA ODIAGA,43",A10689064,False,C,2022-06-06,2022-06-06
1228,abed093a-c541-4966-9699-2043e748f87f,,Fermín,Alegre,LUIS,"438084,6","4471216,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623843452,Fermín_Alegre@mayol-carlos.es,"CALLE CASTRO DE ORO,5",A89309381,False,F,2022-06-06,2022-06-06
1230,47243206-43ef-4fc0-adc0-e6c67189b9c8,,José Luis,Estevez,CARLOS ALVAREZ,"435262,59","4468627,56",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 623994639,José_Luis_Estevez@acosta.es,"CALLE LONJA DE LA SEDA,39",A83460983,True,C,2022-06-06,2022-06-06
1231,6822cba1-579a-4a37-8d67-8d033a0eec50,,Zaida,Montaña,FRUTAS Y VERDURAS,"436287,58","4468204,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626665622,Zaida_Montaña@pedrosa-bravo.com,"AVENIDA PESETA,92",A56004446,False,F,2022-06-06,2022-06-06
1232,c7e961f7-efa4-417d-a5b9-72f0cb86e893,,Almudena,Calderon,FRUTA FRESCA,"436201,59","4469398,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620416253,Almudena_Calderon@becerra-garay.com,"AVENIDA CARABANCHEL ALTO,3",A86957579,True,F,2022-06-06,2022-06-06
1234,3c57c64f-2178-4a03-8fb2-373745140c80,,Lope,Ripoll,NO INFORMADO (CARNICERIA-CHARCUTERIA),"438002,59","4470563,54",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,,+34 624965191,Lope_Ripoll@rodrigo-llano.com,"CALLE ALVAREZ ABELLAN,30",A35439916,True,C,2022-06-06,2022-06-06
1235,7e148769-8be6-4247-be14-f7566efabebb,,Chelo,Nicolau,AVES HUEVOS CAZA,"436211,59","4469421,55","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 625287157,Chelo_Nicolau@montenegro.com,"CALLE SANTA TERESA JORNET,1",A00912763,True,C,2022-06-06,2022-06-06
1236,68a2699d-a8db-4528-aec4-53d79f4efbac,,Maxi,Domínguez,ECI ARTESANOS DE LA CARNE,"439582,59","4471830,53",COMERCIO AL POR MENOR DE CARNICERIA,,+34 622713948,Maxi_Domínguez@carrillo.com,"CALLE INMACULADA CONCEPCION,10",A50825750,False,C,2022-06-06,2022-06-06
1238,1a672691-5be8-4a0f-a7ed-7d874fe3e8e2,,Diego,Prado,CHARCUTERIA JESUS,"437318,6","4471825,55",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 624865276,Diego_Prado@aller.es,"CALLE VIA CARPETANA,103",A96337760,False,C,2022-06-06,2022-06-06
1239,bbb4c8fb-52eb-4c56-a4f7-03df78bcba2d,,Lucía,Cortes,VERDURAS MARI,0,0,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 629339785,Lucía_Cortes@lopez-rovira.es,"CALLE VIA,12",A14113939,True,F,2022-06-06,2022-06-06
1242,690eece0-d5a2-4b64-a07c-af454562c8bc,,Natanael,Andreu,CHARCUTERIA,"437971,59","4470368,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 621712110,Natanael_Andreu@barros-falco.com,"CALLE CAMINO VIEJO DE LEGANES,177",A25505009,False,C,2022-06-06,2022-06-06
1252,40fe401a-9a8d-4974-8e3b-6e62fd804c5b,,Ignacia,Seguí,LA HUERTA DE CAÃAVERAS/PTO 26 A 29,"439712,59","4471896,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,,+34 624380257,Ignacia_Seguí@cerezo.com,"CALLE ANTONIO LOPEZ,47",A77566420,True,F,2022-06-06,2022-06-06
1253,fe874ddb-356c-4891-9c11-b7c5f2c9b12d,,Juanito,Soria,BELROS,"439189,59","4471163,53",COMERCIO AL POR MENOR DE GOLOSINAS,,+34 628000837,Juanito_Soria@vaquero-baquero.es,"CALLE ANTONIO DE LEYVA,82",A06956920,False,G,2022-06-06,2022-06-06
1254,ffbb66f2-d30a-4e2e-86c2-4069d2ce2f63,,Pili,Huerta,DOEMI NUTRITION SPORT,"439712,59","4471896,53",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 621969375,Pili_Huerta@escobar.es,"CALLE ANTONIO LOPEZ,47",A89449387,False,X,2022-06-06,2022-06-06
1255,62f329a1-9c63-4ea9-b13e-101308aca19e,,Wálter,Agullo,FRAGOLE,"439712,59","4471896,53",COMERCIO AL POR MENOR DE GOLOSINAS,,+34 620055552,Wálter_Agullo@jove.org,"CALLE ANTONIO LOPEZ,47",A53980908,False,G,2022-06-06,2022-06-06
1256,a6933402-132f-4d23-ad14-005512dac4ac,,José Ángel,Ros,CARNES ANTONIO,"438759,347821836","4470938,19416472",COMERCIO AL POR MENOR DE CARNICERIA,,+34 626834331,José_Ángel_Ros@sarmiento.es,"CALLE VIA,13",A82999471,True,C,2022-06-06,2022-06-06
1257,881c79b9-c215-4412-8353-a8dfc20d074b,,Nilda,Guardiola,ROTULO NO INFORMADO,"438832,59","4471286,53",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 622882981,Nilda_Guardiola@esparza.net,"CALLE ALEJANDRO SANCHEZ,61",A81062043,False,P,2022-06-06,2022-06-06
1259,e6a09dc8-e0ab-4cfd-a54f-3674e09f85f8,,Fito,Alemany,REPOSTERIA CREATIVA Y MAS,"438832,59","4471286,53","COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",,+34 626742131,Fito_Alemany@tur-villegas.es,"CALLE ALEJANDRO SANCHEZ,61",A39815726,True,R,2022-06-06,2022-06-06
1261,92a7051e-5bcd-49d3-a6ed-4b920bb67672,,Benita,González,ESTANCO,"439396,59","4472047,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 622529419,Benita_González@luque-barroso.es,"CALLE ANTONIO LOPEZ,6",A97667913,False,X,2022-06-06,2022-06-06
1262,6220cb5b-b7fd-4747-b34a-648a350ebf5b,,Glauco,Hidalgo,CAFETERIA,"437446,6","4471982,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 624037270,Glauco_Hidalgo@pineda-alfaro.com,"CALLE MOCHUELO,5",A94253066,False,R,2022-06-06,2022-06-06
1263,af235eb5-501d-4a55-80f1-1ef050b00f1b,,Modesto,Samper,ALIMENTACION BAZAR,"437349,6","4471455,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 624685543,Modesto_Samper@cisneros.com,"AVENIDA NUESTRA SEÑORA DE VALVANERA,97",A99574831,True,X,2022-06-06,2022-06-06
1264,b743476a-3872-4b6b-9ff1-e17e732792e1,,Javiera,Paniagua,ALIMENTACION,"437024,6","4471244,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620823725,Javiera_Paniagua@santana.es,"CALLE LAGUNA,107",A36628285,True,X,2022-06-06,2022-06-06
1265,8de7dd8c-c197-4589-b426-ba9d713dd32f,,Mauricio,Guzmán,FRUTAS Y VERDURAS (KUMILLA),"437024,6","4471244,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 621570911,Mauricio_Guzmán@casanovas.es,"CALLE LAGUNA,107",A76288473,True,F,2022-06-06,2022-06-06
1266,2a781f06-cbca-4166-bbc8-c874d73cd4d5,,Clotilde,Bilbao,POR DEFINIR,"437024,6","4471244,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 621437668,Clotilde_Bilbao@menendez.com,"CALLE LAGUNA,107",A38864613,False,C,2022-06-06,2022-06-06
1267,f938df93-24d4-40ec-a0ee-85745f7f7186,,Alba,Segura,HELADOS ITALIANOS TOZZI,"436798,6","4470833,55",COMERCIO AL POR MENOR DE HELADOS CON OBRADOR SIN BARRA DE DEGUSTACION,,+34 625439570,Alba_Segura@girona.org,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A90217946,True,H,2022-06-06,2022-06-06
1268,f2a930a3-736d-4769-a091-89ad98fa82a8,,Clara,Montoya,LOCUTORIO,"436798,6","4470833,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 627911368,Clara_Montoya@marti-guardiola.es,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A32623689,False,F,2022-06-06,2022-06-06
1270,c65de0f4-a415-49bc-85e4-d3b3ece1bbce,,Danilo,Castells,FRUTAS Y VERDURAS EL.ABUELO,"436593,59","4469872,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 625893786,Danilo_Castells@catala-bernal.net,"CALLE FEDERICO GRASES,20",A11974794,True,F,2022-06-06,2022-06-06
1271,257a5ce2-126e-497c-92f5-7f8d16342f1a,,Cristian,Barco,CAFETERIA PASTELERIA,"436593,59","4469872,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 629121894,Cristian_Barco@barroso.es,"CALLE FEDERICO GRASES,20",A33989894,False,R,2022-06-06,2022-06-06
1273,8ae6502e-f153-4c14-9ddd-dc63c8fb561f,,Manuelita,Palacio,INMOBILIARIA,"437739,58","4469867,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 627589260,Manuelita_Palacio@farre-blanco.net,"PLAZA VULCANO,19",A06917422,True,R,2022-06-06,2022-06-06
1274,3f45d389-e55d-4036-bafb-90adedf7709e,,Amor,Niño,PRIMAPRIX,"436593,59","4469872,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 626941064,Amor_Niño@rodriguez.net,"CALLE FEDERICO GRASES,20",A48978984,False,X,2022-06-06,2022-06-06
1275,803822c5-2bbb-4432-8672-e89029eb2b02,,Cristina,Ayala,CARNICERIA ADNAN,"437971,59","4470368,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620366997,Cristina_Ayala@rossello.org,"CALLE CAMINO VIEJO DE LEGANES,177",A42860671,False,X,2022-06-06,2022-06-06
1276,393f9ea6-3ca2-407a-b8bd-0b337df281ad,,Ligia,Noguera,CARNICERIA CASABLANCA ALIMENTACION,"437971,59","4470368,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 627662288,Ligia_Noguera@patino-casas.com,"CALLE CAMINO VIEJO DE LEGANES,177",A48811467,True,C,2022-06-06,2022-06-06
1277,8af31473-3d51-4323-882f-fa8a178edf6c,,Reyna,Cifuentes,HNOS. ORTIZ SANZ,"437971,59","4470368,54",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 621719816,Reyna_Cifuentes@lastra-exposito.es,"CALLE CAMINO VIEJO DE LEGANES,177",A58733189,True,S,2022-06-06,2022-06-06
1278,6c067960-2840-45e9-8a58-d73b338aac18,,Priscila,Blanes,GRANIER,"437971,59","4470368,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 625984262,Priscila_Blanes@verdejo.com,"CALLE CAMINO VIEJO DE LEGANES,177",A55952366,False,R,2022-06-06,2022-06-06
1279,fe0d724c-b948-4bed-9f33-d8cc3c4d3aac,,Micaela,Morcillo,FRUTERIA FATIMA EL ZAHARA,"437971,59","4470368,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 629121065,Micaela_Morcillo@hervia.es,"CALLE CAMINO VIEJO DE LEGANES,177",A40637291,False,F,2022-06-06,2022-06-06
1280,0912351b-539f-4690-90fa-2a949a3bb3df,,Seve,Torrents,ALIMENTACION BAZAR,"437971,59","4470368,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 628246865,Seve_Torrents@ledesma-campo.com,"CALLE CAMINO VIEJO DE LEGANES,177",A63478446,True,R,2022-06-06,2022-06-06
1281,85eacf21-0708-40a5-aae0-c3a16b178d33,,Dionisio,Cisneros,ALIMENTACION,"437971,59","4470368,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 625186792,Dionisio_Cisneros@duenas.org,"CALLE CAMINO VIEJO DE LEGANES,177",A54751400,True,X,2022-06-06,2022-06-06
1282,1b789954-8fa7-49b3-aa1a-703e694e33bd,,Liliana,Flor,GOURMET POLLO Y CARNE,"437944,59","4470325,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 625020802,Liliana_Flor@berenguer.es,"CALLE CAMINO VIEJO DE LEGANES,177",A35650288,False,X,2022-06-06,2022-06-06
1283,e6319b5d-0b5a-45c6-a1ea-7d3c54b6e1d9,,Olegario,Palacio,ALIMENTACION FRUTOS.,"438452,59","4471497,54",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 624904524,Olegario_Palacio@munoz-aller.com,"CALLE SAN PATRICIO,1",A11202240,True,S,2022-06-06,2022-06-06
